Tier,Term,Fico,Loan.Amount,Channel,Member,Fixed.Rate
3,7,600-619,60000-69999,NonAffiliate,NonMember,0.05817
3,7,600-619,70000-79999,Affiliate,Member,0.05561
3,7,600-619,70000-79999,Affiliate,NonMember,0.05661
3,7,600-619,70000-79999,NonAffiliate,Member,0.05711
3,7,600-619,70000-79999,NonAffiliate,NonMember,0.05811
3,7,600-619,80000-89999,Affiliate,Member,0.05555
3,7,600-619,80000-89999,Affiliate,NonMember,0.05655
3,7,600-619,80000-89999,NonAffiliate,Member,0.05705
3,7,600-619,80000-89999,NonAffiliate,NonMember,0.05805
3,7,600-619,90000-100000,Affiliate,Member,0.05549
3,7,600-619,90000-100000,Affiliate,NonMember,0.05649
3,7,600-619,90000-100000,NonAffiliate,Member,0.05699
3,7,600-619,90000-100000,NonAffiliate,NonMember,0.05799
3,7,620-639,0-9999,Affiliate,Member,0.05427
3,7,620-639,0-9999,Affiliate,NonMember,0.05527
3,7,620-639,0-9999,NonAffiliate,Member,0.05577
3,7,620-639,0-9999,NonAffiliate,NonMember,0.05677
3,7,620-639,10000-19999,Affiliate,Member,0.05421
3,7,620-639,10000-19999,Affiliate,NonMember,0.05521
3,7,620-639,10000-19999,NonAffiliate,Member,0.05571
3,7,620-639,10000-19999,NonAffiliate,NonMember,0.05671
3,7,620-639,20000-29999,Affiliate,Member,0.05415
3,7,620-639,20000-29999,Affiliate,NonMember,0.05515
3,7,620-639,20000-29999,NonAffiliate,Member,0.05565
3,7,620-639,20000-29999,NonAffiliate,NonMember,0.05665
3,7,620-639,30000-39999,Affiliate,Member,0.05409
3,7,620-639,30000-39999,Affiliate,NonMember,0.05509
3,7,620-639,30000-39999,NonAffiliate,Member,0.05559
3,7,620-639,30000-39999,NonAffiliate,NonMember,0.05659
3,7,620-639,40000-49999,Affiliate,Member,0.05403
3,7,620-639,40000-49999,Affiliate,NonMember,0.05503
3,7,620-639,40000-49999,NonAffiliate,Member,0.05553
3,7,620-639,40000-49999,NonAffiliate,NonMember,0.05653
3,7,620-639,50000-59999,Affiliate,Member,0.05397
3,7,620-639,50000-59999,Affiliate,NonMember,0.05497
3,7,620-639,50000-59999,NonAffiliate,Member,0.05547
3,7,620-639,50000-59999,NonAffiliate,NonMember,0.05647
3,7,620-639,60000-69999,Affiliate,Member,0.05391
3,7,620-639,60000-69999,Affiliate,NonMember,0.05491
3,7,620-639,60000-69999,NonAffiliate,Member,0.05541
3,7,620-639,60000-69999,NonAffiliate,NonMember,0.05641
3,7,620-639,70000-79999,Affiliate,Member,0.05385
3,7,620-639,70000-79999,Affiliate,NonMember,0.05485
3,7,620-639,70000-79999,NonAffiliate,Member,0.05535
3,7,620-639,70000-79999,NonAffiliate,NonMember,0.05635
3,7,620-639,80000-89999,Affiliate,Member,0.05379
3,7,620-639,80000-89999,Affiliate,NonMember,0.05479
3,7,620-639,80000-89999,NonAffiliate,Member,0.05529
3,7,620-639,80000-89999,NonAffiliate,NonMember,0.05629
3,7,620-639,90000-100000,Affiliate,Member,0.05373
3,7,620-639,90000-100000,Affiliate,NonMember,0.05473
3,7,620-639,90000-100000,NonAffiliate,Member,0.05523
3,7,620-639,90000-100000,NonAffiliate,NonMember,0.05623
3,7,640-659,0-9999,Affiliate,Member,0.05251
3,7,640-659,0-9999,Affiliate,NonMember,0.05351
3,7,640-659,0-9999,NonAffiliate,Member,0.05401
3,7,640-659,0-9999,NonAffiliate,NonMember,0.05501
3,7,640-659,10000-19999,Affiliate,Member,0.05245
3,7,640-659,10000-19999,Affiliate,NonMember,0.05345
3,7,640-659,10000-19999,NonAffiliate,Member,0.05395
3,7,640-659,10000-19999,NonAffiliate,NonMember,0.05495
3,7,640-659,20000-29999,Affiliate,Member,0.05239
3,7,640-659,20000-29999,Affiliate,NonMember,0.05339
3,7,640-659,20000-29999,NonAffiliate,Member,0.05389
3,7,640-659,20000-29999,NonAffiliate,NonMember,0.05489
3,7,640-659,30000-39999,Affiliate,Member,0.05233
3,7,640-659,30000-39999,Affiliate,NonMember,0.05333
3,7,640-659,30000-39999,NonAffiliate,Member,0.05383
3,7,640-659,30000-39999,NonAffiliate,NonMember,0.05483
3,7,640-659,40000-49999,Affiliate,Member,0.05227
3,7,640-659,40000-49999,Affiliate,NonMember,0.05327
3,7,640-659,40000-49999,NonAffiliate,Member,0.05377
3,7,640-659,40000-49999,NonAffiliate,NonMember,0.05477
3,7,640-659,50000-59999,Affiliate,Member,0.05221
3,7,640-659,50000-59999,Affiliate,NonMember,0.05321
3,7,640-659,50000-59999,NonAffiliate,Member,0.05371
3,7,640-659,50000-59999,NonAffiliate,NonMember,0.05471
3,7,640-659,60000-69999,Affiliate,Member,0.05215
3,7,640-659,60000-69999,Affiliate,NonMember,0.05315
3,7,640-659,60000-69999,NonAffiliate,Member,0.05365
3,7,640-659,60000-69999,NonAffiliate,NonMember,0.05465
3,7,640-659,70000-79999,Affiliate,Member,0.05209
3,7,640-659,70000-79999,Affiliate,NonMember,0.05309
3,7,640-659,70000-79999,NonAffiliate,Member,0.05359
3,7,640-659,70000-79999,NonAffiliate,NonMember,0.05459
3,7,640-659,80000-89999,Affiliate,Member,0.05203
3,7,640-659,80000-89999,Affiliate,NonMember,0.05303
3,7,640-659,80000-89999,NonAffiliate,Member,0.05353
3,7,640-659,80000-89999,NonAffiliate,NonMember,0.05453
3,7,640-659,90000-100000,Affiliate,Member,0.05197
3,7,640-659,90000-100000,Affiliate,NonMember,0.05297
3,7,640-659,90000-100000,NonAffiliate,Member,0.05347
3,7,640-659,90000-100000,NonAffiliate,NonMember,0.05447
3,7,660-679,0-9999,Affiliate,Member,0.05075
3,7,660-679,0-9999,Affiliate,NonMember,0.05175
3,7,660-679,0-9999,NonAffiliate,Member,0.05225
3,7,660-679,0-9999,NonAffiliate,NonMember,0.05325
3,7,660-679,10000-19999,Affiliate,Member,0.05069
3,7,660-679,10000-19999,Affiliate,NonMember,0.05169
3,7,660-679,10000-19999,NonAffiliate,Member,0.05219
3,7,660-679,10000-19999,NonAffiliate,NonMember,0.05319
3,7,660-679,20000-29999,Affiliate,Member,0.05063
3,7,660-679,20000-29999,Affiliate,NonMember,0.05163
3,7,660-679,20000-29999,NonAffiliate,Member,0.05213
3,7,660-679,20000-29999,NonAffiliate,NonMember,0.05313
3,7,660-679,30000-39999,Affiliate,Member,0.05057
3,7,660-679,30000-39999,Affiliate,NonMember,0.05157
3,7,660-679,30000-39999,NonAffiliate,Member,0.05207
3,7,660-679,30000-39999,NonAffiliate,NonMember,0.05307
3,7,660-679,40000-49999,Affiliate,Member,0.05051
3,7,660-679,40000-49999,Affiliate,NonMember,0.05151
3,7,660-679,40000-49999,NonAffiliate,Member,0.05201
3,7,660-679,40000-49999,NonAffiliate,NonMember,0.05301
3,7,660-679,50000-59999,Affiliate,Member,0.05045
3,7,660-679,50000-59999,Affiliate,NonMember,0.05145
3,7,660-679,50000-59999,NonAffiliate,Member,0.05195
3,7,660-679,50000-59999,NonAffiliate,NonMember,0.05295
3,7,660-679,60000-69999,Affiliate,Member,0.05039
3,7,660-679,60000-69999,Affiliate,NonMember,0.05139
3,7,660-679,60000-69999,NonAffiliate,Member,0.05189
3,7,660-679,60000-69999,NonAffiliate,NonMember,0.05289
3,7,660-679,70000-79999,Affiliate,Member,0.05033
3,7,660-679,70000-79999,Affiliate,NonMember,0.05133
3,7,660-679,70000-79999,NonAffiliate,Member,0.05183
3,7,660-679,70000-79999,NonAffiliate,NonMember,0.05283
3,7,660-679,80000-89999,Affiliate,Member,0.05027
3,7,660-679,80000-89999,Affiliate,NonMember,0.05127
3,7,660-679,80000-89999,NonAffiliate,Member,0.05177
3,7,660-679,80000-89999,NonAffiliate,NonMember,0.05277
3,7,660-679,90000-100000,Affiliate,Member,0.05021
3,7,660-679,90000-100000,Affiliate,NonMember,0.05121
3,7,660-679,90000-100000,NonAffiliate,Member,0.05171
3,7,660-679,90000-100000,NonAffiliate,NonMember,0.05271
3,7,680-699,0-9999,Affiliate,Member,0.04899
3,7,680-699,0-9999,Affiliate,NonMember,0.04999
3,7,680-699,0-9999,NonAffiliate,Member,0.05049
3,7,680-699,0-9999,NonAffiliate,NonMember,0.05149
3,7,680-699,10000-19999,Affiliate,Member,0.04893
3,7,680-699,10000-19999,Affiliate,NonMember,0.04993
3,7,680-699,10000-19999,NonAffiliate,Member,0.05043
3,7,680-699,10000-19999,NonAffiliate,NonMember,0.05143
3,7,680-699,20000-29999,Affiliate,Member,0.04887
3,7,680-699,20000-29999,Affiliate,NonMember,0.04987
3,7,680-699,20000-29999,NonAffiliate,Member,0.05037
3,7,680-699,20000-29999,NonAffiliate,NonMember,0.05137
3,7,680-699,30000-39999,Affiliate,Member,0.04881
3,7,680-699,30000-39999,Affiliate,NonMember,0.04981
3,7,680-699,30000-39999,NonAffiliate,Member,0.05031
3,7,680-699,30000-39999,NonAffiliate,NonMember,0.05131
3,7,680-699,40000-49999,Affiliate,Member,0.04875
3,7,680-699,40000-49999,Affiliate,NonMember,0.04975
3,7,680-699,40000-49999,NonAffiliate,Member,0.05025
3,7,680-699,40000-49999,NonAffiliate,NonMember,0.05125
3,7,680-699,50000-59999,Affiliate,Member,0.04869
3,7,680-699,50000-59999,Affiliate,NonMember,0.04969
3,7,680-699,50000-59999,NonAffiliate,Member,0.05019
3,7,680-699,50000-59999,NonAffiliate,NonMember,0.05119
3,7,680-699,60000-69999,Affiliate,Member,0.04863
3,7,680-699,60000-69999,Affiliate,NonMember,0.04963
3,7,680-699,60000-69999,NonAffiliate,Member,0.05013
3,7,680-699,60000-69999,NonAffiliate,NonMember,0.05113
3,7,680-699,70000-79999,Affiliate,Member,0.04857
3,7,680-699,70000-79999,Affiliate,NonMember,0.04957
3,7,680-699,70000-79999,NonAffiliate,Member,0.05007
3,7,680-699,70000-79999,NonAffiliate,NonMember,0.05107
3,7,680-699,80000-89999,Affiliate,Member,0.04851
3,7,680-699,80000-89999,Affiliate,NonMember,0.04951
3,7,680-699,80000-89999,NonAffiliate,Member,0.05001
3,7,680-699,80000-89999,NonAffiliate,NonMember,0.05101
3,7,680-699,90000-100000,Affiliate,Member,0.04845
3,7,680-699,90000-100000,Affiliate,NonMember,0.04945
3,7,680-699,90000-100000,NonAffiliate,Member,0.04995
3,7,680-699,90000-100000,NonAffiliate,NonMember,0.05095
3,7,700-719,0-9999,Affiliate,Member,0.04723
3,7,700-719,0-9999,Affiliate,NonMember,0.04823
3,7,700-719,0-9999,NonAffiliate,Member,0.04873
3,7,700-719,0-9999,NonAffiliate,NonMember,0.04973
3,7,700-719,10000-19999,Affiliate,Member,0.04717
3,7,700-719,10000-19999,Affiliate,NonMember,0.04817
3,7,700-719,10000-19999,NonAffiliate,Member,0.04867
3,7,700-719,10000-19999,NonAffiliate,NonMember,0.04967
3,7,700-719,20000-29999,Affiliate,Member,0.04711
3,7,700-719,20000-29999,Affiliate,NonMember,0.04811
3,7,700-719,20000-29999,NonAffiliate,Member,0.04861
3,7,700-719,20000-29999,NonAffiliate,NonMember,0.04961
3,7,700-719,30000-39999,Affiliate,Member,0.04705
3,7,700-719,30000-39999,Affiliate,NonMember,0.04805
3,7,700-719,30000-39999,NonAffiliate,Member,0.04855
3,7,700-719,30000-39999,NonAffiliate,NonMember,0.04955
3,7,700-719,40000-49999,Affiliate,Member,0.04699
3,7,700-719,40000-49999,Affiliate,NonMember,0.04799
3,7,700-719,40000-49999,NonAffiliate,Member,0.04849
3,7,700-719,40000-49999,NonAffiliate,NonMember,0.04949
3,7,700-719,50000-59999,Affiliate,Member,0.04693
3,7,700-719,50000-59999,Affiliate,NonMember,0.04793
3,7,700-719,50000-59999,NonAffiliate,Member,0.04843
3,7,700-719,50000-59999,NonAffiliate,NonMember,0.04943
3,7,700-719,60000-69999,Affiliate,Member,0.04687
3,7,700-719,60000-69999,Affiliate,NonMember,0.04787
3,7,700-719,60000-69999,NonAffiliate,Member,0.04837
3,7,700-719,60000-69999,NonAffiliate,NonMember,0.04937
3,7,700-719,70000-79999,Affiliate,Member,0.04681
3,7,700-719,70000-79999,Affiliate,NonMember,0.04781
3,7,700-719,70000-79999,NonAffiliate,Member,0.04831
3,7,700-719,70000-79999,NonAffiliate,NonMember,0.04931
3,7,700-719,80000-89999,Affiliate,Member,0.04675
3,7,700-719,80000-89999,Affiliate,NonMember,0.04775
3,7,700-719,80000-89999,NonAffiliate,Member,0.04825
3,7,700-719,80000-89999,NonAffiliate,NonMember,0.04925
3,7,700-719,90000-100000,Affiliate,Member,0.04669
3,7,700-719,90000-100000,Affiliate,NonMember,0.04769
3,7,700-719,90000-100000,NonAffiliate,Member,0.04819
3,7,700-719,90000-100000,NonAffiliate,NonMember,0.04919
3,7,720-739,0-9999,Affiliate,Member,0.04547
3,7,720-739,0-9999,Affiliate,NonMember,0.04647
3,7,720-739,0-9999,NonAffiliate,Member,0.04697
3,7,720-739,0-9999,NonAffiliate,NonMember,0.04797
3,7,720-739,10000-19999,Affiliate,Member,0.04541
3,7,720-739,10000-19999,Affiliate,NonMember,0.04641
3,7,720-739,10000-19999,NonAffiliate,Member,0.04691
3,7,720-739,10000-19999,NonAffiliate,NonMember,0.04791
3,7,720-739,20000-29999,Affiliate,Member,0.04535
3,7,720-739,20000-29999,Affiliate,NonMember,0.04635
3,7,720-739,20000-29999,NonAffiliate,Member,0.04685
3,7,720-739,20000-29999,NonAffiliate,NonMember,0.04785
3,7,720-739,30000-39999,Affiliate,Member,0.04529
3,7,720-739,30000-39999,Affiliate,NonMember,0.04629
3,7,720-739,30000-39999,NonAffiliate,Member,0.04679
3,7,720-739,30000-39999,NonAffiliate,NonMember,0.04779
3,7,720-739,40000-49999,Affiliate,Member,0.04523
3,7,720-739,40000-49999,Affiliate,NonMember,0.04623
3,7,720-739,40000-49999,NonAffiliate,Member,0.04673
3,7,720-739,40000-49999,NonAffiliate,NonMember,0.04773
3,7,720-739,50000-59999,Affiliate,Member,0.04517
3,7,720-739,50000-59999,Affiliate,NonMember,0.04617
3,7,720-739,50000-59999,NonAffiliate,Member,0.04667
3,7,720-739,50000-59999,NonAffiliate,NonMember,0.04767
3,7,720-739,60000-69999,Affiliate,Member,0.04511
3,7,720-739,60000-69999,Affiliate,NonMember,0.04611
3,7,720-739,60000-69999,NonAffiliate,Member,0.04661
3,7,720-739,60000-69999,NonAffiliate,NonMember,0.04761
3,7,720-739,70000-79999,Affiliate,Member,0.04505
3,7,720-739,70000-79999,Affiliate,NonMember,0.04605
3,7,720-739,70000-79999,NonAffiliate,Member,0.04655
3,7,720-739,70000-79999,NonAffiliate,NonMember,0.04755
3,7,720-739,80000-89999,Affiliate,Member,0.04499
3,7,720-739,80000-89999,Affiliate,NonMember,0.04599
3,7,720-739,80000-89999,NonAffiliate,Member,0.04649
3,7,720-739,80000-89999,NonAffiliate,NonMember,0.04749
3,7,720-739,90000-100000,Affiliate,Member,0.04493
3,7,720-739,90000-100000,Affiliate,NonMember,0.04593
3,7,720-739,90000-100000,NonAffiliate,Member,0.04643
3,7,720-739,90000-100000,NonAffiliate,NonMember,0.04743
3,7,740-759,0-9999,Affiliate,Member,0.04371
3,7,740-759,0-9999,Affiliate,NonMember,0.04471
3,7,740-759,0-9999,NonAffiliate,Member,0.04521
3,7,740-759,0-9999,NonAffiliate,NonMember,0.04621
3,7,740-759,10000-19999,Affiliate,Member,0.04365
3,7,740-759,10000-19999,Affiliate,NonMember,0.04465
3,7,740-759,10000-19999,NonAffiliate,Member,0.04515
3,7,740-759,10000-19999,NonAffiliate,NonMember,0.04615
3,7,740-759,20000-29999,Affiliate,Member,0.04359
3,7,740-759,20000-29999,Affiliate,NonMember,0.04459
3,7,740-759,20000-29999,NonAffiliate,Member,0.04509
3,7,740-759,20000-29999,NonAffiliate,NonMember,0.04609
3,7,740-759,30000-39999,Affiliate,Member,0.04353
3,7,740-759,30000-39999,Affiliate,NonMember,0.04453
3,7,740-759,30000-39999,NonAffiliate,Member,0.04503
3,7,740-759,30000-39999,NonAffiliate,NonMember,0.04603
3,7,740-759,40000-49999,Affiliate,Member,0.04347
3,7,740-759,40000-49999,Affiliate,NonMember,0.04447
3,7,740-759,40000-49999,NonAffiliate,Member,0.04497
3,7,740-759,40000-49999,NonAffiliate,NonMember,0.04597
3,7,740-759,50000-59999,Affiliate,Member,0.04341
3,7,740-759,50000-59999,Affiliate,NonMember,0.04441
3,7,740-759,50000-59999,NonAffiliate,Member,0.04491
3,7,740-759,50000-59999,NonAffiliate,NonMember,0.04591
3,7,740-759,60000-69999,Affiliate,Member,0.04335
3,7,740-759,60000-69999,Affiliate,NonMember,0.04435
3,7,740-759,60000-69999,NonAffiliate,Member,0.04485
3,7,740-759,60000-69999,NonAffiliate,NonMember,0.04585
3,7,740-759,70000-79999,Affiliate,Member,0.04329
3,7,740-759,70000-79999,Affiliate,NonMember,0.04429
3,7,740-759,70000-79999,NonAffiliate,Member,0.04479
3,7,740-759,70000-79999,NonAffiliate,NonMember,0.04579
3,7,740-759,80000-89999,Affiliate,Member,0.04323
3,7,740-759,80000-89999,Affiliate,NonMember,0.04423
3,7,740-759,80000-89999,NonAffiliate,Member,0.04473
3,7,740-759,80000-89999,NonAffiliate,NonMember,0.04573
3,7,740-759,90000-100000,Affiliate,Member,0.04317
3,7,740-759,90000-100000,Affiliate,NonMember,0.04417
3,7,740-759,90000-100000,NonAffiliate,Member,0.04467
3,7,740-759,90000-100000,NonAffiliate,NonMember,0.04567
3,7,760-779,0-9999,Affiliate,Member,0.04195
3,7,760-779,0-9999,Affiliate,NonMember,0.04295
3,7,760-779,0-9999,NonAffiliate,Member,0.04345
3,7,760-779,0-9999,NonAffiliate,NonMember,0.04445
3,7,760-779,10000-19999,Affiliate,Member,0.04189
3,7,760-779,10000-19999,Affiliate,NonMember,0.04289
3,7,760-779,10000-19999,NonAffiliate,Member,0.04339
3,7,760-779,10000-19999,NonAffiliate,NonMember,0.04439
3,7,760-779,20000-29999,Affiliate,Member,0.04183
3,7,760-779,20000-29999,Affiliate,NonMember,0.04283
3,7,760-779,20000-29999,NonAffiliate,Member,0.04333
3,7,760-779,20000-29999,NonAffiliate,NonMember,0.04433
3,7,760-779,30000-39999,Affiliate,Member,0.04177
3,7,760-779,30000-39999,Affiliate,NonMember,0.04277
3,7,760-779,30000-39999,NonAffiliate,Member,0.04327
3,7,760-779,30000-39999,NonAffiliate,NonMember,0.04427
3,7,760-779,40000-49999,Affiliate,Member,0.04171
3,7,760-779,40000-49999,Affiliate,NonMember,0.04271
3,7,760-779,40000-49999,NonAffiliate,Member,0.04321
3,7,760-779,40000-49999,NonAffiliate,NonMember,0.04421
3,7,760-779,50000-59999,Affiliate,Member,0.04165
3,7,760-779,50000-59999,Affiliate,NonMember,0.04265
3,7,760-779,50000-59999,NonAffiliate,Member,0.04315
3,7,760-779,50000-59999,NonAffiliate,NonMember,0.04415
3,7,760-779,60000-69999,Affiliate,Member,0.04159
3,7,760-779,60000-69999,Affiliate,NonMember,0.04259
3,7,760-779,60000-69999,NonAffiliate,Member,0.04309
3,7,760-779,60000-69999,NonAffiliate,NonMember,0.04409
3,7,760-779,70000-79999,Affiliate,Member,0.04153
3,7,760-779,70000-79999,Affiliate,NonMember,0.04253
3,7,760-779,70000-79999,NonAffiliate,Member,0.04303
3,7,760-779,70000-79999,NonAffiliate,NonMember,0.04403
3,7,760-779,80000-89999,Affiliate,Member,0.04147
3,7,760-779,80000-89999,Affiliate,NonMember,0.04247
3,7,760-779,80000-89999,NonAffiliate,Member,0.04297
3,7,760-779,80000-89999,NonAffiliate,NonMember,0.04397
3,7,760-779,90000-100000,Affiliate,Member,0.04141
3,7,760-779,90000-100000,Affiliate,NonMember,0.04241
3,7,760-779,90000-100000,NonAffiliate,Member,0.04291
3,7,760-779,90000-100000,NonAffiliate,NonMember,0.04391
3,7,780-799,0-9999,Affiliate,Member,0.04019
3,7,780-799,0-9999,Affiliate,NonMember,0.04119
3,7,780-799,0-9999,NonAffiliate,Member,0.04169
3,7,780-799,0-9999,NonAffiliate,NonMember,0.04269
3,7,780-799,10000-19999,Affiliate,Member,0.04013
3,7,780-799,10000-19999,Affiliate,NonMember,0.04113
3,7,780-799,10000-19999,NonAffiliate,Member,0.04163
3,7,780-799,10000-19999,NonAffiliate,NonMember,0.04263
3,7,780-799,20000-29999,Affiliate,Member,0.04007
3,7,780-799,20000-29999,Affiliate,NonMember,0.04107
3,7,780-799,20000-29999,NonAffiliate,Member,0.04157
3,7,780-799,20000-29999,NonAffiliate,NonMember,0.04257
3,7,780-799,30000-39999,Affiliate,Member,0.04001
3,7,780-799,30000-39999,Affiliate,NonMember,0.04101
3,7,780-799,30000-39999,NonAffiliate,Member,0.04151
3,7,780-799,30000-39999,NonAffiliate,NonMember,0.04251
3,7,780-799,40000-49999,Affiliate,Member,0.03995
3,7,780-799,40000-49999,Affiliate,NonMember,0.04095
3,7,780-799,40000-49999,NonAffiliate,Member,0.04145
3,7,780-799,40000-49999,NonAffiliate,NonMember,0.04245
3,7,780-799,50000-59999,Affiliate,Member,0.03989
3,7,780-799,50000-59999,Affiliate,NonMember,0.04089
3,7,780-799,50000-59999,NonAffiliate,Member,0.04139
3,7,780-799,50000-59999,NonAffiliate,NonMember,0.04239
3,7,780-799,60000-69999,Affiliate,Member,0.03983
3,7,780-799,60000-69999,Affiliate,NonMember,0.04083
3,7,780-799,60000-69999,NonAffiliate,Member,0.04133
3,7,780-799,60000-69999,NonAffiliate,NonMember,0.04233
3,7,780-799,70000-79999,Affiliate,Member,0.03977
3,7,780-799,70000-79999,Affiliate,NonMember,0.04077
3,7,780-799,70000-79999,NonAffiliate,Member,0.04127
3,7,780-799,70000-79999,NonAffiliate,NonMember,0.04227
3,7,780-799,80000-89999,Affiliate,Member,0.03971
3,7,780-799,80000-89999,Affiliate,NonMember,0.04071
3,7,780-799,80000-89999,NonAffiliate,Member,0.04121
3,7,780-799,80000-89999,NonAffiliate,NonMember,0.04221
3,7,780-799,90000-100000,Affiliate,Member,0.03965
3,7,780-799,90000-100000,Affiliate,NonMember,0.04065
3,7,780-799,90000-100000,NonAffiliate,Member,0.04115
3,7,780-799,90000-100000,NonAffiliate,NonMember,0.04215
3,7,800-819,0-9999,Affiliate,Member,0.03843
3,7,800-819,0-9999,Affiliate,NonMember,0.03943
3,7,800-819,0-9999,NonAffiliate,Member,0.03993
3,7,800-819,0-9999,NonAffiliate,NonMember,0.04093
3,7,800-819,10000-19999,Affiliate,Member,0.03837
3,7,800-819,10000-19999,Affiliate,NonMember,0.03937
3,7,800-819,10000-19999,NonAffiliate,Member,0.03987
3,7,800-819,10000-19999,NonAffiliate,NonMember,0.04087
3,7,800-819,20000-29999,Affiliate,Member,0.03831
3,7,800-819,20000-29999,Affiliate,NonMember,0.03931
3,7,800-819,20000-29999,NonAffiliate,Member,0.03981
3,7,800-819,20000-29999,NonAffiliate,NonMember,0.04081
3,7,800-819,30000-39999,Affiliate,Member,0.03825
3,7,800-819,30000-39999,Affiliate,NonMember,0.03925
3,7,800-819,30000-39999,NonAffiliate,Member,0.03975
3,7,800-819,30000-39999,NonAffiliate,NonMember,0.04075
3,7,800-819,40000-49999,Affiliate,Member,0.03819
3,7,800-819,40000-49999,Affiliate,NonMember,0.03919
3,7,800-819,40000-49999,NonAffiliate,Member,0.03969
3,7,800-819,40000-49999,NonAffiliate,NonMember,0.04069
3,7,800-819,50000-59999,Affiliate,Member,0.03813
3,7,800-819,50000-59999,Affiliate,NonMember,0.03913
3,7,800-819,50000-59999,NonAffiliate,Member,0.03963
3,7,800-819,50000-59999,NonAffiliate,NonMember,0.04063
3,7,800-819,60000-69999,Affiliate,Member,0.03807
3,7,800-819,60000-69999,Affiliate,NonMember,0.03907
3,7,800-819,60000-69999,NonAffiliate,Member,0.03957
3,7,800-819,60000-69999,NonAffiliate,NonMember,0.04057
3,7,800-819,70000-79999,Affiliate,Member,0.03801
3,7,800-819,70000-79999,Affiliate,NonMember,0.03901
3,7,800-819,70000-79999,NonAffiliate,Member,0.03951
3,7,800-819,70000-79999,NonAffiliate,NonMember,0.04051
3,7,800-819,80000-89999,Affiliate,Member,0.03795
3,7,800-819,80000-89999,Affiliate,NonMember,0.03895
3,7,800-819,80000-89999,NonAffiliate,Member,0.03945
3,7,800-819,80000-89999,NonAffiliate,NonMember,0.04045
3,7,800-819,90000-100000,Affiliate,Member,0.03789
3,7,800-819,90000-100000,Affiliate,NonMember,0.03889
3,7,800-819,90000-100000,NonAffiliate,Member,0.03939
3,7,800-819,90000-100000,NonAffiliate,NonMember,0.04039
3,7,820-839,0-9999,Affiliate,Member,0.03667
3,7,820-839,0-9999,Affiliate,NonMember,0.03767
3,7,820-839,0-9999,NonAffiliate,Member,0.03817
3,7,820-839,0-9999,NonAffiliate,NonMember,0.03917
3,7,820-839,10000-19999,Affiliate,Member,0.03661
3,7,820-839,10000-19999,Affiliate,NonMember,0.03761
3,7,820-839,10000-19999,NonAffiliate,Member,0.03811
3,7,820-839,10000-19999,NonAffiliate,NonMember,0.03911
3,7,820-839,20000-29999,Affiliate,Member,0.03655
3,7,820-839,20000-29999,Affiliate,NonMember,0.03755
3,7,820-839,20000-29999,NonAffiliate,Member,0.03805
3,7,820-839,20000-29999,NonAffiliate,NonMember,0.03905
3,7,820-839,30000-39999,Affiliate,Member,0.03649
3,7,820-839,30000-39999,Affiliate,NonMember,0.03749
3,7,820-839,30000-39999,NonAffiliate,Member,0.03799
3,7,820-839,30000-39999,NonAffiliate,NonMember,0.03899
3,7,820-839,40000-49999,Affiliate,Member,0.03643
3,7,820-839,40000-49999,Affiliate,NonMember,0.03743
3,7,820-839,40000-49999,NonAffiliate,Member,0.03793
3,7,820-839,40000-49999,NonAffiliate,NonMember,0.03893
3,7,820-839,50000-59999,Affiliate,Member,0.03637
3,7,820-839,50000-59999,Affiliate,NonMember,0.03737
3,7,820-839,50000-59999,NonAffiliate,Member,0.03787
3,7,820-839,50000-59999,NonAffiliate,NonMember,0.03887
3,7,820-839,60000-69999,Affiliate,Member,0.03631
3,7,820-839,60000-69999,Affiliate,NonMember,0.03731
3,7,820-839,60000-69999,NonAffiliate,Member,0.03781
3,7,820-839,60000-69999,NonAffiliate,NonMember,0.03881
3,7,820-839,70000-79999,Affiliate,Member,0.03625
3,7,820-839,70000-79999,Affiliate,NonMember,0.03725
3,7,820-839,70000-79999,NonAffiliate,Member,0.03775
3,7,820-839,70000-79999,NonAffiliate,NonMember,0.03875
3,7,820-839,80000-89999,Affiliate,Member,0.03619
3,7,820-839,80000-89999,Affiliate,NonMember,0.03719
3,7,820-839,80000-89999,NonAffiliate,Member,0.03769
3,7,820-839,80000-89999,NonAffiliate,NonMember,0.03869
3,7,820-839,90000-100000,Affiliate,Member,0.03613
3,7,820-839,90000-100000,Affiliate,NonMember,0.03713
3,7,820-839,90000-100000,NonAffiliate,Member,0.03763
3,7,820-839,90000-100000,NonAffiliate,NonMember,0.03863
3,7,840-850,0-9999,Affiliate,Member,0.03531
3,7,840-850,0-9999,Affiliate,NonMember,0.03631
3,7,840-850,0-9999,NonAffiliate,Member,0.03681
3,7,840-850,0-9999,NonAffiliate,NonMember,0.03781
3,7,840-850,10000-19999,Affiliate,Member,0.03525
3,7,840-850,10000-19999,Affiliate,NonMember,0.03625
3,7,840-850,10000-19999,NonAffiliate,Member,0.03675
3,7,840-850,10000-19999,NonAffiliate,NonMember,0.03775
3,7,840-850,20000-29999,Affiliate,Member,0.03519
3,7,840-850,20000-29999,Affiliate,NonMember,0.03619
3,7,840-850,20000-29999,NonAffiliate,Member,0.03669
3,7,840-850,20000-29999,NonAffiliate,NonMember,0.03769
3,7,840-850,30000-39999,Affiliate,Member,0.03513
3,7,840-850,30000-39999,Affiliate,NonMember,0.03613
