Tier,Term,Fico,Loan.Amount,Channel,Member,Fixed.Rate
2,2,820-839,20000-29999,Affiliate,Member,0.03200
2,2,820-839,20000-29999,Affiliate,NonMember,0.03200
2,2,820-839,20000-29999,NonAffiliate,Member,0.03200
2,2,820-839,20000-29999,NonAffiliate,NonMember,0.03200
2,2,820-839,30000-39999,Affiliate,Member,0.03200
2,2,820-839,30000-39999,Affiliate,NonMember,0.03200
2,2,820-839,30000-39999,NonAffiliate,Member,0.03200
2,2,820-839,30000-39999,NonAffiliate,NonMember,0.03200
2,2,820-839,40000-49999,Affiliate,Member,0.03200
2,2,820-839,40000-49999,Affiliate,NonMember,0.03200
2,2,820-839,40000-49999,NonAffiliate,Member,0.03200
2,2,820-839,40000-49999,NonAffiliate,NonMember,0.03200
2,2,820-839,50000-59999,Affiliate,Member,0.03200
2,2,820-839,50000-59999,Affiliate,NonMember,0.03200
2,2,820-839,50000-59999,NonAffiliate,Member,0.03200
2,2,820-839,50000-59999,NonAffiliate,NonMember,0.03200
2,2,820-839,60000-69999,Affiliate,Member,0.03200
2,2,820-839,60000-69999,Affiliate,NonMember,0.03200
2,2,820-839,60000-69999,NonAffiliate,Member,0.03200
2,2,820-839,60000-69999,NonAffiliate,NonMember,0.03200
2,2,820-839,70000-79999,Affiliate,Member,0.03200
2,2,820-839,70000-79999,Affiliate,NonMember,0.03200
2,2,820-839,70000-79999,NonAffiliate,Member,0.03200
2,2,820-839,70000-79999,NonAffiliate,NonMember,0.03200
2,2,820-839,80000-89999,Affiliate,Member,0.03200
2,2,820-839,80000-89999,Affiliate,NonMember,0.03200
2,2,820-839,80000-89999,NonAffiliate,Member,0.03200
2,2,820-839,80000-89999,NonAffiliate,NonMember,0.03200
2,2,820-839,90000-100000,Affiliate,Member,0.03200
2,2,820-839,90000-100000,Affiliate,NonMember,0.03200
2,2,820-839,90000-100000,NonAffiliate,Member,0.03200
2,2,820-839,90000-100000,NonAffiliate,NonMember,0.03200
2,2,840-850,0-9999,Affiliate,Member,0.03200
2,2,840-850,0-9999,Affiliate,NonMember,0.03200
2,2,840-850,0-9999,NonAffiliate,Member,0.03200
2,2,840-850,0-9999,NonAffiliate,NonMember,0.03200
2,2,840-850,10000-19999,Affiliate,Member,0.03200
2,2,840-850,10000-19999,Affiliate,NonMember,0.03200
2,2,840-850,10000-19999,NonAffiliate,Member,0.03200
2,2,840-850,10000-19999,NonAffiliate,NonMember,0.03200
2,2,840-850,20000-29999,Affiliate,Member,0.03200
2,2,840-850,20000-29999,Affiliate,NonMember,0.03200
2,2,840-850,20000-29999,NonAffiliate,Member,0.03200
2,2,840-850,20000-29999,NonAffiliate,NonMember,0.03200
2,2,840-850,30000-39999,Affiliate,Member,0.03200
2,2,840-850,30000-39999,Affiliate,NonMember,0.03200
2,2,840-850,30000-39999,NonAffiliate,Member,0.03200
2,2,840-850,30000-39999,NonAffiliate,NonMember,0.03200
2,2,840-850,40000-49999,Affiliate,Member,0.03200
2,2,840-850,40000-49999,Affiliate,NonMember,0.03200
2,2,840-850,40000-49999,NonAffiliate,Member,0.03200
2,2,840-850,40000-49999,NonAffiliate,NonMember,0.03200
2,2,840-850,50000-59999,Affiliate,Member,0.03200
2,2,840-850,50000-59999,Affiliate,NonMember,0.03200
2,2,840-850,50000-59999,NonAffiliate,Member,0.03200
2,2,840-850,50000-59999,NonAffiliate,NonMember,0.03200
2,2,840-850,60000-69999,Affiliate,Member,0.03200
2,2,840-850,60000-69999,Affiliate,NonMember,0.03200
2,2,840-850,60000-69999,NonAffiliate,Member,0.03200
2,2,840-850,60000-69999,NonAffiliate,NonMember,0.03200
2,2,840-850,70000-79999,Affiliate,Member,0.03200
2,2,840-850,70000-79999,Affiliate,NonMember,0.03200
2,2,840-850,70000-79999,NonAffiliate,Member,0.03200
2,2,840-850,70000-79999,NonAffiliate,NonMember,0.03200
2,2,840-850,80000-89999,Affiliate,Member,0.03200
2,2,840-850,80000-89999,Affiliate,NonMember,0.03200
2,2,840-850,80000-89999,NonAffiliate,Member,0.03200
2,2,840-850,80000-89999,NonAffiliate,NonMember,0.03200
2,2,840-850,90000-100000,Affiliate,Member,0.03200
2,2,840-850,90000-100000,Affiliate,NonMember,0.03200
2,2,840-850,90000-100000,NonAffiliate,Member,0.03200
2,2,840-850,90000-100000,NonAffiliate,NonMember,0.03200
2,3,600-619,0-9999,Affiliate,Member,0.04993
2,3,600-619,0-9999,Affiliate,NonMember,0.05093
2,3,600-619,0-9999,NonAffiliate,Member,0.05143
2,3,600-619,0-9999,NonAffiliate,NonMember,0.05243
2,3,600-619,10000-19999,Affiliate,Member,0.04987
2,3,600-619,10000-19999,Affiliate,NonMember,0.05087
2,3,600-619,10000-19999,NonAffiliate,Member,0.05137
2,3,600-619,10000-19999,NonAffiliate,NonMember,0.05237
2,3,600-619,20000-29999,Affiliate,Member,0.04981
2,3,600-619,20000-29999,Affiliate,NonMember,0.05081
2,3,600-619,20000-29999,NonAffiliate,Member,0.05131
2,3,600-619,20000-29999,NonAffiliate,NonMember,0.05231
2,3,600-619,30000-39999,Affiliate,Member,0.04975
2,3,600-619,30000-39999,Affiliate,NonMember,0.05075
2,3,600-619,30000-39999,NonAffiliate,Member,0.05125
2,3,600-619,30000-39999,NonAffiliate,NonMember,0.05225
2,3,600-619,40000-49999,Affiliate,Member,0.04969
2,3,600-619,40000-49999,Affiliate,NonMember,0.05069
2,3,600-619,40000-49999,NonAffiliate,Member,0.05119
2,3,600-619,40000-49999,NonAffiliate,NonMember,0.05219
2,3,600-619,50000-59999,Affiliate,Member,0.04963
2,3,600-619,50000-59999,Affiliate,NonMember,0.05063
2,3,600-619,50000-59999,NonAffiliate,Member,0.05113
2,3,600-619,50000-59999,NonAffiliate,NonMember,0.05213
2,3,600-619,60000-69999,Affiliate,Member,0.04957
2,3,600-619,60000-69999,Affiliate,NonMember,0.05057
2,3,600-619,60000-69999,NonAffiliate,Member,0.05107
2,3,600-619,60000-69999,NonAffiliate,NonMember,0.05207
2,3,600-619,70000-79999,Affiliate,Member,0.04951
2,3,600-619,70000-79999,Affiliate,NonMember,0.05051
2,3,600-619,70000-79999,NonAffiliate,Member,0.05101
2,3,600-619,70000-79999,NonAffiliate,NonMember,0.05201
2,3,600-619,80000-89999,Affiliate,Member,0.04945
2,3,600-619,80000-89999,Affiliate,NonMember,0.05045
2,3,600-619,80000-89999,NonAffiliate,Member,0.05095
2,3,600-619,80000-89999,NonAffiliate,NonMember,0.05195
2,3,600-619,90000-100000,Affiliate,Member,0.04939
2,3,600-619,90000-100000,Affiliate,NonMember,0.05039
2,3,600-619,90000-100000,NonAffiliate,Member,0.05089
2,3,600-619,90000-100000,NonAffiliate,NonMember,0.05189
2,3,620-639,0-9999,Affiliate,Member,0.04817
2,3,620-639,0-9999,Affiliate,NonMember,0.04917
2,3,620-639,0-9999,NonAffiliate,Member,0.04967
2,3,620-639,0-9999,NonAffiliate,NonMember,0.05067
2,3,620-639,10000-19999,Affiliate,Member,0.04811
2,3,620-639,10000-19999,Affiliate,NonMember,0.04911
2,3,620-639,10000-19999,NonAffiliate,Member,0.04961
2,3,620-639,10000-19999,NonAffiliate,NonMember,0.05061
2,3,620-639,20000-29999,Affiliate,Member,0.04805
2,3,620-639,20000-29999,Affiliate,NonMember,0.04905
2,3,620-639,20000-29999,NonAffiliate,Member,0.04955
2,3,620-639,20000-29999,NonAffiliate,NonMember,0.05055
2,3,620-639,30000-39999,Affiliate,Member,0.04799
2,3,620-639,30000-39999,Affiliate,NonMember,0.04899
2,3,620-639,30000-39999,NonAffiliate,Member,0.04949
2,3,620-639,30000-39999,NonAffiliate,NonMember,0.05049
2,3,620-639,40000-49999,Affiliate,Member,0.04793
2,3,620-639,40000-49999,Affiliate,NonMember,0.04893
2,3,620-639,40000-49999,NonAffiliate,Member,0.04943
2,3,620-639,40000-49999,NonAffiliate,NonMember,0.05043
2,3,620-639,50000-59999,Affiliate,Member,0.04787
2,3,620-639,50000-59999,Affiliate,NonMember,0.04887
2,3,620-639,50000-59999,NonAffiliate,Member,0.04937
2,3,620-639,50000-59999,NonAffiliate,NonMember,0.05037
2,3,620-639,60000-69999,Affiliate,Member,0.04781
2,3,620-639,60000-69999,Affiliate,NonMember,0.04881
2,3,620-639,60000-69999,NonAffiliate,Member,0.04931
2,3,620-639,60000-69999,NonAffiliate,NonMember,0.05031
2,3,620-639,70000-79999,Affiliate,Member,0.04775
2,3,620-639,70000-79999,Affiliate,NonMember,0.04875
2,3,620-639,70000-79999,NonAffiliate,Member,0.04925
2,3,620-639,70000-79999,NonAffiliate,NonMember,0.05025
2,3,620-639,80000-89999,Affiliate,Member,0.04769
2,3,620-639,80000-89999,Affiliate,NonMember,0.04869
2,3,620-639,80000-89999,NonAffiliate,Member,0.04919
2,3,620-639,80000-89999,NonAffiliate,NonMember,0.05019
2,3,620-639,90000-100000,Affiliate,Member,0.04763
2,3,620-639,90000-100000,Affiliate,NonMember,0.04863
2,3,620-639,90000-100000,NonAffiliate,Member,0.04913
2,3,620-639,90000-100000,NonAffiliate,NonMember,0.05013
2,3,640-659,0-9999,Affiliate,Member,0.04641
2,3,640-659,0-9999,Affiliate,NonMember,0.04741
2,3,640-659,0-9999,NonAffiliate,Member,0.04791
2,3,640-659,0-9999,NonAffiliate,NonMember,0.04891
2,3,640-659,10000-19999,Affiliate,Member,0.04635
2,3,640-659,10000-19999,Affiliate,NonMember,0.04735
2,3,640-659,10000-19999,NonAffiliate,Member,0.04785
2,3,640-659,10000-19999,NonAffiliate,NonMember,0.04885
2,3,640-659,20000-29999,Affiliate,Member,0.04629
2,3,640-659,20000-29999,Affiliate,NonMember,0.04729
2,3,640-659,20000-29999,NonAffiliate,Member,0.04779
2,3,640-659,20000-29999,NonAffiliate,NonMember,0.04879
2,3,640-659,30000-39999,Affiliate,Member,0.04623
2,3,640-659,30000-39999,Affiliate,NonMember,0.04723
2,3,640-659,30000-39999,NonAffiliate,Member,0.04773
2,3,640-659,30000-39999,NonAffiliate,NonMember,0.04873
2,3,640-659,40000-49999,Affiliate,Member,0.04617
2,3,640-659,40000-49999,Affiliate,NonMember,0.04717
2,3,640-659,40000-49999,NonAffiliate,Member,0.04767
2,3,640-659,40000-49999,NonAffiliate,NonMember,0.04867
2,3,640-659,50000-59999,Affiliate,Member,0.04611
2,3,640-659,50000-59999,Affiliate,NonMember,0.04711
2,3,640-659,50000-59999,NonAffiliate,Member,0.04761
2,3,640-659,50000-59999,NonAffiliate,NonMember,0.04861
2,3,640-659,60000-69999,Affiliate,Member,0.04605
2,3,640-659,60000-69999,Affiliate,NonMember,0.04705
2,3,640-659,60000-69999,NonAffiliate,Member,0.04755
2,3,640-659,60000-69999,NonAffiliate,NonMember,0.04855
2,3,640-659,70000-79999,Affiliate,Member,0.04599
2,3,640-659,70000-79999,Affiliate,NonMember,0.04699
2,3,640-659,70000-79999,NonAffiliate,Member,0.04749
2,3,640-659,70000-79999,NonAffiliate,NonMember,0.04849
2,3,640-659,80000-89999,Affiliate,Member,0.04593
2,3,640-659,80000-89999,Affiliate,NonMember,0.04693
2,3,640-659,80000-89999,NonAffiliate,Member,0.04743
2,3,640-659,80000-89999,NonAffiliate,NonMember,0.04843
2,3,640-659,90000-100000,Affiliate,Member,0.04587
2,3,640-659,90000-100000,Affiliate,NonMember,0.04687
2,3,640-659,90000-100000,NonAffiliate,Member,0.04737
2,3,640-659,90000-100000,NonAffiliate,NonMember,0.04837
2,3,660-679,0-9999,Affiliate,Member,0.04465
2,3,660-679,0-9999,Affiliate,NonMember,0.04565
2,3,660-679,0-9999,NonAffiliate,Member,0.04615
2,3,660-679,0-9999,NonAffiliate,NonMember,0.04715
2,3,660-679,10000-19999,Affiliate,Member,0.04459
2,3,660-679,10000-19999,Affiliate,NonMember,0.04559
2,3,660-679,10000-19999,NonAffiliate,Member,0.04609
2,3,660-679,10000-19999,NonAffiliate,NonMember,0.04709
2,3,660-679,20000-29999,Affiliate,Member,0.04453
2,3,660-679,20000-29999,Affiliate,NonMember,0.04553
2,3,660-679,20000-29999,NonAffiliate,Member,0.04603
2,3,660-679,20000-29999,NonAffiliate,NonMember,0.04703
2,3,660-679,30000-39999,Affiliate,Member,0.04447
2,3,660-679,30000-39999,Affiliate,NonMember,0.04547
2,3,660-679,30000-39999,NonAffiliate,Member,0.04597
2,3,660-679,30000-39999,NonAffiliate,NonMember,0.04697
2,3,660-679,40000-49999,Affiliate,Member,0.04441
2,3,660-679,40000-49999,Affiliate,NonMember,0.04541
2,3,660-679,40000-49999,NonAffiliate,Member,0.04591
2,3,660-679,40000-49999,NonAffiliate,NonMember,0.04691
2,3,660-679,50000-59999,Affiliate,Member,0.04435
2,3,660-679,50000-59999,Affiliate,NonMember,0.04535
2,3,660-679,50000-59999,NonAffiliate,Member,0.04585
2,3,660-679,50000-59999,NonAffiliate,NonMember,0.04685
2,3,660-679,60000-69999,Affiliate,Member,0.04429
2,3,660-679,60000-69999,Affiliate,NonMember,0.04529
2,3,660-679,60000-69999,NonAffiliate,Member,0.04579
2,3,660-679,60000-69999,NonAffiliate,NonMember,0.04679
2,3,660-679,70000-79999,Affiliate,Member,0.04423
2,3,660-679,70000-79999,Affiliate,NonMember,0.04523
2,3,660-679,70000-79999,NonAffiliate,Member,0.04573
2,3,660-679,70000-79999,NonAffiliate,NonMember,0.04673
2,3,660-679,80000-89999,Affiliate,Member,0.04417
2,3,660-679,80000-89999,Affiliate,NonMember,0.04517
2,3,660-679,80000-89999,NonAffiliate,Member,0.04567
2,3,660-679,80000-89999,NonAffiliate,NonMember,0.04667
2,3,660-679,90000-100000,Affiliate,Member,0.04411
2,3,660-679,90000-100000,Affiliate,NonMember,0.04511
2,3,660-679,90000-100000,NonAffiliate,Member,0.04561
2,3,660-679,90000-100000,NonAffiliate,NonMember,0.04661
2,3,680-699,0-9999,Affiliate,Member,0.04289
2,3,680-699,0-9999,Affiliate,NonMember,0.04389
2,3,680-699,0-9999,NonAffiliate,Member,0.04439
2,3,680-699,0-9999,NonAffiliate,NonMember,0.04539
2,3,680-699,10000-19999,Affiliate,Member,0.04283
2,3,680-699,10000-19999,Affiliate,NonMember,0.04383
2,3,680-699,10000-19999,NonAffiliate,Member,0.04433
2,3,680-699,10000-19999,NonAffiliate,NonMember,0.04533
2,3,680-699,20000-29999,Affiliate,Member,0.04277
2,3,680-699,20000-29999,Affiliate,NonMember,0.04377
2,3,680-699,20000-29999,NonAffiliate,Member,0.04427
2,3,680-699,20000-29999,NonAffiliate,NonMember,0.04527
2,3,680-699,30000-39999,Affiliate,Member,0.04271
2,3,680-699,30000-39999,Affiliate,NonMember,0.04371
2,3,680-699,30000-39999,NonAffiliate,Member,0.04421
2,3,680-699,30000-39999,NonAffiliate,NonMember,0.04521
2,3,680-699,40000-49999,Affiliate,Member,0.04265
2,3,680-699,40000-49999,Affiliate,NonMember,0.04365
2,3,680-699,40000-49999,NonAffiliate,Member,0.04415
2,3,680-699,40000-49999,NonAffiliate,NonMember,0.04515
2,3,680-699,50000-59999,Affiliate,Member,0.04259
2,3,680-699,50000-59999,Affiliate,NonMember,0.04359
2,3,680-699,50000-59999,NonAffiliate,Member,0.04409
2,3,680-699,50000-59999,NonAffiliate,NonMember,0.04509
2,3,680-699,60000-69999,Affiliate,Member,0.04253
2,3,680-699,60000-69999,Affiliate,NonMember,0.04353
2,3,680-699,60000-69999,NonAffiliate,Member,0.04403
2,3,680-699,60000-69999,NonAffiliate,NonMember,0.04503
2,3,680-699,70000-79999,Affiliate,Member,0.04247
2,3,680-699,70000-79999,Affiliate,NonMember,0.04347
2,3,680-699,70000-79999,NonAffiliate,Member,0.04397
2,3,680-699,70000-79999,NonAffiliate,NonMember,0.04497
2,3,680-699,80000-89999,Affiliate,Member,0.04241
2,3,680-699,80000-89999,Affiliate,NonMember,0.04341
2,3,680-699,80000-89999,NonAffiliate,Member,0.04391
2,3,680-699,80000-89999,NonAffiliate,NonMember,0.04491
2,3,680-699,90000-100000,Affiliate,Member,0.04235
2,3,680-699,90000-100000,Affiliate,NonMember,0.04335
2,3,680-699,90000-100000,NonAffiliate,Member,0.04385
2,3,680-699,90000-100000,NonAffiliate,NonMember,0.04485
2,3,700-719,0-9999,Affiliate,Member,0.04113
2,3,700-719,0-9999,Affiliate,NonMember,0.04213
2,3,700-719,0-9999,NonAffiliate,Member,0.04263
2,3,700-719,0-9999,NonAffiliate,NonMember,0.04363
2,3,700-719,10000-19999,Affiliate,Member,0.04107
2,3,700-719,10000-19999,Affiliate,NonMember,0.04207
2,3,700-719,10000-19999,NonAffiliate,Member,0.04257
2,3,700-719,10000-19999,NonAffiliate,NonMember,0.04357
2,3,700-719,20000-29999,Affiliate,Member,0.04101
2,3,700-719,20000-29999,Affiliate,NonMember,0.04201
2,3,700-719,20000-29999,NonAffiliate,Member,0.04251
2,3,700-719,20000-29999,NonAffiliate,NonMember,0.04351
2,3,700-719,30000-39999,Affiliate,Member,0.04095
2,3,700-719,30000-39999,Affiliate,NonMember,0.04195
2,3,700-719,30000-39999,NonAffiliate,Member,0.04245
2,3,700-719,30000-39999,NonAffiliate,NonMember,0.04345
2,3,700-719,40000-49999,Affiliate,Member,0.04089
2,3,700-719,40000-49999,Affiliate,NonMember,0.04189
2,3,700-719,40000-49999,NonAffiliate,Member,0.04239
2,3,700-719,40000-49999,NonAffiliate,NonMember,0.04339
2,3,700-719,50000-59999,Affiliate,Member,0.04083
2,3,700-719,50000-59999,Affiliate,NonMember,0.04183
2,3,700-719,50000-59999,NonAffiliate,Member,0.04233
2,3,700-719,50000-59999,NonAffiliate,NonMember,0.04333
2,3,700-719,60000-69999,Affiliate,Member,0.04077
2,3,700-719,60000-69999,Affiliate,NonMember,0.04177
2,3,700-719,60000-69999,NonAffiliate,Member,0.04227
2,3,700-719,60000-69999,NonAffiliate,NonMember,0.04327
2,3,700-719,70000-79999,Affiliate,Member,0.04071
2,3,700-719,70000-79999,Affiliate,NonMember,0.04171
2,3,700-719,70000-79999,NonAffiliate,Member,0.04221
2,3,700-719,70000-79999,NonAffiliate,NonMember,0.04321
2,3,700-719,80000-89999,Affiliate,Member,0.04065
2,3,700-719,80000-89999,Affiliate,NonMember,0.04165
2,3,700-719,80000-89999,NonAffiliate,Member,0.04215
2,3,700-719,80000-89999,NonAffiliate,NonMember,0.04315
2,3,700-719,90000-100000,Affiliate,Member,0.04059
2,3,700-719,90000-100000,Affiliate,NonMember,0.04159
2,3,700-719,90000-100000,NonAffiliate,Member,0.04209
2,3,700-719,90000-100000,NonAffiliate,NonMember,0.04309
2,3,720-739,0-9999,Affiliate,Member,0.03937
2,3,720-739,0-9999,Affiliate,NonMember,0.04037
2,3,720-739,0-9999,NonAffiliate,Member,0.04087
2,3,720-739,0-9999,NonAffiliate,NonMember,0.04187
2,3,720-739,10000-19999,Affiliate,Member,0.03931
2,3,720-739,10000-19999,Affiliate,NonMember,0.04031
2,3,720-739,10000-19999,NonAffiliate,Member,0.04081
2,3,720-739,10000-19999,NonAffiliate,NonMember,0.04181
2,3,720-739,20000-29999,Affiliate,Member,0.03925
2,3,720-739,20000-29999,Affiliate,NonMember,0.04025
2,3,720-739,20000-29999,NonAffiliate,Member,0.04075
2,3,720-739,20000-29999,NonAffiliate,NonMember,0.04175
2,3,720-739,30000-39999,Affiliate,Member,0.03919
2,3,720-739,30000-39999,Affiliate,NonMember,0.04019
2,3,720-739,30000-39999,NonAffiliate,Member,0.04069
2,3,720-739,30000-39999,NonAffiliate,NonMember,0.04169
2,3,720-739,40000-49999,Affiliate,Member,0.03913
2,3,720-739,40000-49999,Affiliate,NonMember,0.04013
2,3,720-739,40000-49999,NonAffiliate,Member,0.04063
2,3,720-739,40000-49999,NonAffiliate,NonMember,0.04163
2,3,720-739,50000-59999,Affiliate,Member,0.03907
2,3,720-739,50000-59999,Affiliate,NonMember,0.04007
2,3,720-739,50000-59999,NonAffiliate,Member,0.04057
2,3,720-739,50000-59999,NonAffiliate,NonMember,0.04157
2,3,720-739,60000-69999,Affiliate,Member,0.03901
2,3,720-739,60000-69999,Affiliate,NonMember,0.04001
2,3,720-739,60000-69999,NonAffiliate,Member,0.04051
2,3,720-739,60000-69999,NonAffiliate,NonMember,0.04151
2,3,720-739,70000-79999,Affiliate,Member,0.03895
2,3,720-739,70000-79999,Affiliate,NonMember,0.03995
2,3,720-739,70000-79999,NonAffiliate,Member,0.04045
2,3,720-739,70000-79999,NonAffiliate,NonMember,0.04145
2,3,720-739,80000-89999,Affiliate,Member,0.03889
2,3,720-739,80000-89999,Affiliate,NonMember,0.03989
2,3,720-739,80000-89999,NonAffiliate,Member,0.04039
2,3,720-739,80000-89999,NonAffiliate,NonMember,0.04139
2,3,720-739,90000-100000,Affiliate,Member,0.03883
2,3,720-739,90000-100000,Affiliate,NonMember,0.03983
2,3,720-739,90000-100000,NonAffiliate,Member,0.04033
2,3,720-739,90000-100000,NonAffiliate,NonMember,0.04133
2,3,740-759,0-9999,Affiliate,Member,0.03761
2,3,740-759,0-9999,Affiliate,NonMember,0.03861
2,3,740-759,0-9999,NonAffiliate,Member,0.03911
2,3,740-759,0-9999,NonAffiliate,NonMember,0.04011
2,3,740-759,10000-19999,Affiliate,Member,0.03755
2,3,740-759,10000-19999,Affiliate,NonMember,0.03855
2,3,740-759,10000-19999,NonAffiliate,Member,0.03905
2,3,740-759,10000-19999,NonAffiliate,NonMember,0.04005
2,3,740-759,20000-29999,Affiliate,Member,0.03749
2,3,740-759,20000-29999,Affiliate,NonMember,0.03849
2,3,740-759,20000-29999,NonAffiliate,Member,0.03899
2,3,740-759,20000-29999,NonAffiliate,NonMember,0.03999
2,3,740-759,30000-39999,Affiliate,Member,0.03743
2,3,740-759,30000-39999,Affiliate,NonMember,0.03843
2,3,740-759,30000-39999,NonAffiliate,Member,0.03893
2,3,740-759,30000-39999,NonAffiliate,NonMember,0.03993
2,3,740-759,40000-49999,Affiliate,Member,0.03737
2,3,740-759,40000-49999,Affiliate,NonMember,0.03837
2,3,740-759,40000-49999,NonAffiliate,Member,0.03887
2,3,740-759,40000-49999,NonAffiliate,NonMember,0.03987
2,3,740-759,50000-59999,Affiliate,Member,0.03731
2,3,740-759,50000-59999,Affiliate,NonMember,0.03831
2,3,740-759,50000-59999,NonAffiliate,Member,0.03881
2,3,740-759,50000-59999,NonAffiliate,NonMember,0.03981
2,3,740-759,60000-69999,Affiliate,Member,0.03725
2,3,740-759,60000-69999,Affiliate,NonMember,0.03825
2,3,740-759,60000-69999,NonAffiliate,Member,0.03875
2,3,740-759,60000-69999,NonAffiliate,NonMember,0.03975
2,3,740-759,70000-79999,Affiliate,Member,0.03719
2,3,740-759,70000-79999,Affiliate,NonMember,0.03819
2,3,740-759,70000-79999,NonAffiliate,Member,0.03869
2,3,740-759,70000-79999,NonAffiliate,NonMember,0.03969
2,3,740-759,80000-89999,Affiliate,Member,0.03713
2,3,740-759,80000-89999,Affiliate,NonMember,0.03813
2,3,740-759,80000-89999,NonAffiliate,Member,0.03863
2,3,740-759,80000-89999,NonAffiliate,NonMember,0.03963
2,3,740-759,90000-100000,Affiliate,Member,0.03707
2,3,740-759,90000-100000,Affiliate,NonMember,0.03807
2,3,740-759,90000-100000,NonAffiliate,Member,0.03857
2,3,740-759,90000-100000,NonAffiliate,NonMember,0.03957
2,3,760-779,0-9999,Affiliate,Member,0.03585
2,3,760-779,0-9999,Affiliate,NonMember,0.03685
2,3,760-779,0-9999,NonAffiliate,Member,0.03735
2,3,760-779,0-9999,NonAffiliate,NonMember,0.03835
2,3,760-779,10000-19999,Affiliate,Member,0.03579
2,3,760-779,10000-19999,Affiliate,NonMember,0.03679
2,3,760-779,10000-19999,NonAffiliate,Member,0.03729
2,3,760-779,10000-19999,NonAffiliate,NonMember,0.03829
2,3,760-779,20000-29999,Affiliate,Member,0.03573
2,3,760-779,20000-29999,Affiliate,NonMember,0.03673
2,3,760-779,20000-29999,NonAffiliate,Member,0.03723
2,3,760-779,20000-29999,NonAffiliate,NonMember,0.03823
2,3,760-779,30000-39999,Affiliate,Member,0.03567
2,3,760-779,30000-39999,Affiliate,NonMember,0.03667
2,3,760-779,30000-39999,NonAffiliate,Member,0.03717
2,3,760-779,30000-39999,NonAffiliate,NonMember,0.03817
2,3,760-779,40000-49999,Affiliate,Member,0.03561
2,3,760-779,40000-49999,Affiliate,NonMember,0.03661
2,3,760-779,40000-49999,NonAffiliate,Member,0.03711
2,3,760-779,40000-49999,NonAffiliate,NonMember,0.03811
2,3,760-779,50000-59999,Affiliate,Member,0.03555
2,3,760-779,50000-59999,Affiliate,NonMember,0.03655
2,3,760-779,50000-59999,NonAffiliate,Member,0.03705
2,3,760-779,50000-59999,NonAffiliate,NonMember,0.03805
2,3,760-779,60000-69999,Affiliate,Member,0.03549
2,3,760-779,60000-69999,Affiliate,NonMember,0.03649
2,3,760-779,60000-69999,NonAffiliate,Member,0.03699
2,3,760-779,60000-69999,NonAffiliate,NonMember,0.03799
2,3,760-779,70000-79999,Affiliate,Member,0.03543
2,3,760-779,70000-79999,Affiliate,NonMember,0.03643
2,3,760-779,70000-79999,NonAffiliate,Member,0.03693
2,3,760-779,70000-79999,NonAffiliate,NonMember,0.03793
2,3,760-779,80000-89999,Affiliate,Member,0.03537
2,3,760-779,80000-89999,Affiliate,NonMember,0.03637
2,3,760-779,80000-89999,NonAffiliate,Member,0.03687
2,3,760-779,80000-89999,NonAffiliate,NonMember,0.03787
2,3,760-779,90000-100000,Affiliate,Member,0.03531
2,3,760-779,90000-100000,Affiliate,NonMember,0.03631
2,3,760-779,90000-100000,NonAffiliate,Member,0.03681
2,3,760-779,90000-100000,NonAffiliate,NonMember,0.03781
2,3,780-799,0-9999,Affiliate,Member,0.03409
2,3,780-799,0-9999,Affiliate,NonMember,0.03509
2,3,780-799,0-9999,NonAffiliate,Member,0.03559
2,3,780-799,0-9999,NonAffiliate,NonMember,0.03659
2,3,780-799,10000-19999,Affiliate,Member,0.03403
2,3,780-799,10000-19999,Affiliate,NonMember,0.03503
2,3,780-799,10000-19999,NonAffiliate,Member,0.03553
2,3,780-799,10000-19999,NonAffiliate,NonMember,0.03653
2,3,780-799,20000-29999,Affiliate,Member,0.03397
2,3,780-799,20000-29999,Affiliate,NonMember,0.03497
2,3,780-799,20000-29999,NonAffiliate,Member,0.03547
2,3,780-799,20000-29999,NonAffiliate,NonMember,0.03647
2,3,780-799,30000-39999,Affiliate,Member,0.03391
2,3,780-799,30000-39999,Affiliate,NonMember,0.03491
2,3,780-799,30000-39999,NonAffiliate,Member,0.03541
2,3,780-799,30000-39999,NonAffiliate,NonMember,0.03641
2,3,780-799,40000-49999,Affiliate,Member,0.03385
2,3,780-799,40000-49999,Affiliate,NonMember,0.03485
2,3,780-799,40000-49999,NonAffiliate,Member,0.03535
2,3,780-799,40000-49999,NonAffiliate,NonMember,0.03635
2,3,780-799,50000-59999,Affiliate,Member,0.03379
2,3,780-799,50000-59999,Affiliate,NonMember,0.03479
2,3,780-799,50000-59999,NonAffiliate,Member,0.03529
2,3,780-799,50000-59999,NonAffiliate,NonMember,0.03629
2,3,780-799,60000-69999,Affiliate,Member,0.03373
2,3,780-799,60000-69999,Affiliate,NonMember,0.03473
2,3,780-799,60000-69999,NonAffiliate,Member,0.03523
2,3,780-799,60000-69999,NonAffiliate,NonMember,0.03623
2,3,780-799,70000-79999,Affiliate,Member,0.03367
2,3,780-799,70000-79999,Affiliate,NonMember,0.03467
2,3,780-799,70000-79999,NonAffiliate,Member,0.03517
2,3,780-799,70000-79999,NonAffiliate,NonMember,0.03617
2,3,780-799,80000-89999,Affiliate,Member,0.03361
2,3,780-799,80000-89999,Affiliate,NonMember,0.03461
2,3,780-799,80000-89999,NonAffiliate,Member,0.03511
